rsi,ema_cross,fvg_strength,volume_ratio,oanda_order_imbalance,coinbase_order_imbalance,session_bias,volatility,label
57.450712295168486,0,0.09407514926444381,1.3492526094820105,-0.29673934408067476,0.660885465512346,1,0.3683250925116955,0
47.92603548243223,0,0.21293765810991866,0.5400578517055754,0.012525446396837928,-0.28717588030427943,1,0.37783285074987694,0
59.715328071510385,0,1.7549779040355264,1.0573919255162456,-0.3587125041672119,0.1618723363347511,2,0.06245457184326025,0
72.84544784612038,0,0.7588576391364673,0.6285237267793989,-0.00627370486737346,0.0865635536714888,2,0.059386417595854904,0
46.48769937914996,0,0.1660544676167099,0.49933889795575576,-0.20221827109631227,0.15844777862916465,2,0.030123201427728744,0
46.487945645762295,0,0.4149897443448122,1.2281103231078905,-0.03597192331564809,-0.08547107924543385,0,0.3501995189453256,0
73.68819223261087,0,0.25903097383336643,1.7843867126180095,0.04659310018435757,-0.17767672514590974,2,0.012515620304163106,0
61.51152093729363,1,0.33663813694167277,0.8255673664444216,-0.1468173337271884,0.06794788758825077,2,0.029075795130841,0
42.95788421097572,0,0.21938132822877363,0.8994188502528819,-0.5351276028562147,-0.136808787070428,0,0.5213066266319193,0
58.13840065378947,1,0.16378767871309852,0.5660486091695928,0.427660703145842,-0.6994913932113683,0,0.026732193839838,0
43.04873460781307,1,0.5616006294540739,1.0036150917824118,0.25178309393979287,-0.24733979633723321,1,0.025858393312739765,0
43.01405369644615,0,0.7537607443727852,1.4623402394794538,-0.03916776867325946,-0.09500009973835463,2,0.47961958388420034,0
53.629434073490515,1,1.03556656713105,1.4855184982197869,-0.26841989946316847,-0.32335474614154014,0,0.07424282025927277,0
21.300796330133032,1,0.08440461087761288,1.3133591447551405,0.02550737708490828,0.04529604494760573,1,0.4264394938080945,1
24.126232512304508,0,0.8653948143838962,0.7340225097545886,0.10829664751242252,-0.22727885305848058,2,0.09485263641332574,0
41.56568706138541,0,0.1470518733194611,0.7224807364430368,0.23100354472788254,-0.013031669225364901,0,0.09356587620430576,0
34.80753319498364,0,0.2787284012825409,1.4884007726734954,0.25866664932023575,0.650361805933032,0,0.029047364758264596,0
54.71370998892911,1,1.1585635884528072,1.5008017511923062,0.31520289159355386,0.36810077208844433,2,0.50173180142941,0
36.37963886718184,0,0.3030295374910663,0.9175965318924187,-0.5222579068484938,0.17744758215093287,2,0.28683406924504057,0
28.815444479970626,0,0.10973984450889732,0.8080866761246316,-0.09139296420634324,0.5427686703920598,1,0.05114609878116453,0
71.98473153382331,0,0.0870985182776066,1.7925219640515118,0.29793024618348823,-0.021775776477843498,0,0.26024195371442577,0
46.61335549270196,0,0.3202619637992765,0.8352916510625691,-0.27708951079138944,-0.018722345436306406,2,0.02189439207152105,0
51.012923070318855,0,0.7191569574303431,1.4520351328127163,0.3657802731545019,-0.316678879908618,2,0.14838803234275208,0
28.628777206798148,1,2.939987342539872,0.9338666841202706,0.5431132845414827,0.3834465511007207,2,0.05867756106884706,1
41.834259132122256,0,0.7741916995898265,0.5922855629704897,0.3573762958377482,0.5870977797211685,0,0.3802047545021263,0
51.663838845647994,1,1.0478340777571296,2.239283771814089,0.19847712213096447,0.272222895584451,1,0.14313139824192903,0
32.73509633866546,1,0.6888305891278306,1.0618704704986806,-0.13425186820885449,0.4270158277945893,0,0.5081977861432353,0
55.63547027518508,0,1.1289736774750203,0.7009126622456248,0.0844904411243616,-0.8212011168639244,0,0.1759746857916431,0
40.99041965121793,0,0.0396804726915045,0.4988734443733026,-0.40382839461618697,0.7019089045742781,2,0.14022656195243874,0
45.62459375310085,1,1.3291416783176146,0.5246623327041515,-0.23433319937752684,-0.031302958882808096,0,0.23679129292481185,0
40.97440081655905,1,0.25242687358980237,0.8298953238009018,-0.2132410447534411,0.7067904422815879,0,0.30646880413197414,0
77.78417276763406,0,1.273056393738845,2.6184026120175456,0.018591772189784143,0.5194951302128642,1,0.003075073224886446,0
49.79754162893099,0,0.03937705609193268,0.7465214417779289,-0.1176531796284873,0.2317276233261685,0,0.14774758900438092,0
34.13433606566149,0,0.6280594717044765,2.062105227737418,0.07847998698601927,-0.10291059150428877,0,0.29896967893643206,0
62.338173681547836,1,0.6653139439899269,0.9367097271793491,0.2633480474631775,0.04747173806371599,0,0.10467922024572558,0
31.687345250434667,1,2.889936014063202,0.554008529828608,-0.21291826286137847,-0.5730073685381413,1,0.009233854207221288,1
53.132953925071334,0,0.7323556154201895,0.7893025321120718,0.04458032788111534,0.2792398232370917,0,0.0035419064531330407,0
20.604948141803366,1,0.24109778962443998,0.5270320260105497,-0.12479069694538093,-0.7665015195857323,1,0.3158308498769422,0
30.077209266523543,0,0.40737336549716274,0.6518216965648612,0.057048748097154496,-0.08960666216479887,0,0.04414819827918094,0
52.952918538036855,1,0.2282878449890083,0.6421880978251602,0.2058517794635458,0.46297122114418676,0,0.03845420472272238,0
61.07699869993115,0,0.10908960037488143,0.3860061666990546,0.27637073725266365,0.2162174635354888,2,0.0683743310930911,0
52.57052421784956,0,0.14284358346799228,2.1305880776483033,0.20109123578791152,-0.45897442834244195,0,0.021554520389583092,0
48.265275764176394,0,0.12552114754688537,1.1112755671175265,0.12419568867869815,-0.40209164919751195,1,0.01095175326129928,0
45.48344456616067,0,0.39793927790053013,0.7095394348029102,-0.4260639819058588,-0.1792306926365326,1,0.41154938900685334,0
27.822170144488588,0,1.1830854182542996,1.1172595686004183,-0.3243797788637668,0.02351273508109437,0,0.07213189544207563,0
39.20233687407937,0,1.219354928971149,0.6585332952455748,-0.24725348394014732,0.26296524735334514,0,0.17464241324129418,0
43.09041843560319,0,0.02816020592688245,0.26301848011266393,0.10758606204225744,0.18124143224825212,2,0.39010540095966234,0
65.85683339328374,0,0.041636134062777795,4.3856849501003845,-0.3873014737171619,-0.31762626291103574,1,0.7584904620215713,0
55.15427434352692,0,0.14059761689337047,1.099438877553769,0.10125669845035724,0.18561988123056222,1,0.23326500016351576,0
23.55439766955899,1,0.14722543287968695,0.7448990898389222,0.07934077713979461,0.21760110434313,2,0.59980391398379,0
54.86125954092192,1,0.04984894224022317,0.38023819038042045,-0.5807067316559054,0.14655605099261013,0,0.11016352615676633,0
44.22376579375525,0,0.24589018831521214,0.4737502961005797,-0.32628084653026557,0.743455394296758,2,0.31169593613571817,0
39.84616999541062,0,0.4430328145330898,2.2870115487772407,0.3131626724570249,0.21789568777897148,1,0.5548467812675361,0
59.175144332613016,0,0.4315672002210428,2.1190529653065324,0.20922274451847392,0.29034688978236484,1,0.010924901256257691,0
65.46499283743927,1,0.3920062759729503,1.4573322204459551,-0.2551181991584802,0.5627575071821291,2,0.07638346852687906,0
63.96920178674298,1,0.2067526153878967,0.5726168158559425,-0.310458295624335,0.2550351309148447,1,0.2696098002915075,0
37.41173715166042,0,0.6128633320575286,2.1275838517953174,-0.735104005523574,-0.1653167036467875,0,0.07574610791160706,0
45.36181436223178,1,0.8757425623458259,1.2521866073457135,0.4413893063163944,0.3728108613783411,2,0.0034358182324358867,0
54.96895147105346,1,0.21253369159331253,1.3874426385187648,0.012316310529313534,-0.12041826294612815,2,0.32903917546696543,0
64.63317690683539,1,0.04470823853518532,1.249927403242464,0.5651172166035602,-0.29478250324055083,1,0.03599834491975286,0
42.81238643232065,0,0.17572306977680888,0.4707191758905116,-0.057501326091677026,-0.2690932762601746,1,0.07738816992441692,0
47.215115350042744,0,0.07388392855995,0.5493165139970142,0.08477678966687567,0.3694046838779245,0,0.48287229737921544,0
33.40497538990958,0,0.3149535578014096,0.7748319721967651,0.26738954142857874,0.18607373181818576,1,0.046856088324648576,0
32.05690063878994,0,0.08476297620213785,1.379636217301397,0.49165280585427296,0.3182508175704656,2,0.4503019047024512,0
62.18788733591297,0,0.31073406718384666,0.5014677197139195,0.15030649754532718,0.18752725009022078,1,0.10982559410401271,0
70.34360042856234,0,0.12487397299344612,0.9160601894391021,0.000722165381487835,0.05665418785696037,2,0.500529164396905,0
48.91984817629499,0,0.6711025773647263,0.9154818364643101,0.008387298334609087,0.09540344780025403,2,0.4188737284866916,0
65.05299346838036,0,0.013977688238446662,1.4864189600244762,-0.3137506806620805,0.1773235429519023,0,0.10731209511113865,0
55.424540375714514,0,0.40455552775740933,1.401209465786219,-0.11456486005969524,-0.18074698138403858,1,0.5098823666002348,0
40.323203680923136,0,0.09285661596549177,0.6034374045562515,0.0153658453845268,-0.38709005303407784,1,0.20032661104009206,0
55.42093408262621,1,0.0004961783463480442,2.0613128481655028,0.41456816253052864,-0.14553451904509246,1,0.1291058793364954,0
73.07054849698955,1,1.0170432566188035,0.5589921133772426,-0.12901295804440285,0.16323700511987693,0,0.1512986706692091,1
49.46260941335073,0,0.5566515173162846,1.726540544052454,0.3187963936421357,-0.19435118456229222,1,0.0130785573256622,0
73.4696548372101,0,0.05209328142203748,0.7595170948453006,-0.02455140337915782,0.6388849940602234,0,0.32962637549012075,0
10.703823438653835,0,0.5454297611140067,1.0854156234354977,0.37306756787473144,0.1323789650079865,2,0.06919407698783761,0
62.32853756562836,0,0.47292070797398406,1.1196249129367657,0.2030167481918854,0.03584624697311755,2,0.06298836485173108,0
51.30570602357257,1,0.32061589254974315,1.103904808943544,0.1827586088554057,-0.18190119474758604,0,0.2513329859023223,0
45.51488974301199,0,0.2717244260997997,1.401088730748956,0.2936479979986585,0.27472110360273366,1,0.09266373702627115,0
51.37641164803254,0,1.0904925109287062,1.2161981821020904,0.24994797338578761,-0.36358266788305527,2,0.14437652144371466,0
20.186466280986608,1,0.1406168008991449,1.4796781012071225,0.3191440187111473,0.0947314313496341,0,0.10948888965993478,0
46.70492168243732,0,0.254006505613608,1.261510711534813,0.6395291877721695,-0.130658903978149,0,0.14049223088034776,0
55.3566885726762,0,0.19957907906897684,0.5314067042875182,0.48506841340467843,0.036278892824906595,2,0.05025018535713031,0
72.16841067112274,0,0.7374557585121712,1.14442180684724,0.13992727024948878,0.14588195772271914,1,0.4324530662150031,0
42.22594672589529,0,1.241246619599032,0.754322750687243,-0.13252405761109604,-0.34369869689476945,1,0.1884123126669161,0
37.87259595660218,0,0.947832850568751,0.5742839957214831,0.10992533690724748,-0.5012796037958627,2,0.05323849450127843,0
42.47364434623195,0,0.7990114815365668,0.8650915440843142,-0.5778587176975567,-0.279495835526199,2,0.01920068595887972,0
63.731031765531114,0,2.1633885200496543,1.095945870983627,0.24869598375030733,0.26377252261717565,2,0.15334501580522414,1
54.93126664489527,1,0.5972498256823543,1.1329643472580742,-0.3180099583720832,0.11194001744243469,0,0.12626727563235804,0
42.05359694349442,0,0.6952592174125318,1.6955588178924326,0.33674438279235186,-0.12087039796563513,0,0.5390957754560464,0
57.699011496700344,1,2.031496781666841,1.9225540943129482,0.5940867101072151,0.5904441300955254,2,0.05245492082191155,0
51.456163240220604,0,0.0035076677111446305,1.183102724802165,-0.4352803028054727,0.3855295091593496,1,0.42674616635357465,0
64.52967485799334,0,0.5026270651862188,1.2950550300615962,-0.015091318862276135,0.3130385954834289,0,0.29090977599500384,0
